uid,time,trade_id,price,amount,exchange,instrmnt,vol_dllr,sell2,Class,Asset,datetime,year,hour
89452518,1660522290000.0,60073451,8.925,3.1593899999999997,polo,dot-usdt,28.19755575,0.0,spot,dot,2022-08-15 00:11:30,2022,0
89452519,1660522299000.0,60073452,8.918,7.2047,polo,dot-usdt,64.2515146,0.0,spot,dot,2022-08-15 00:11:39,2022,0
89452520,1660522304000.0,60073453,8.93,2.1080200000000002,polo,dot-usdt,18.8246186,0.0,spot,dot,2022-08-15 00:11:44,2022,0
89452521,1660522317000.0,60073454,8.931,7.349559999999999,polo,dot-usdt,65.63892035999999,0.0,spot,dot,2022-08-15 00:11:57,2022,0
89452522,1660522322000.0,60073455,8.931,2.16911,polo,dot-usdt,19.372321409999998,0.0,spot,dot,2022-08-15 00:12:02,2022,0
89452523,1660522330000.0,60073456,8.911,2.33576,polo,dot-usdt,20.81395736,0.0,spot,dot,2022-08-15 00:12:10,2022,0
89452524,1660522361000.0,60073457,8.909,2.75849,polo,dot-usdt,24.57538741,0.0,spot,dot,2022-08-15 00:12:41,2022,0
89452525,1660522362000.0,60073458,8.909,1.4961499999999999,polo,dot-usdt,13.32920035,0.0,spot,dot,2022-08-15 00:12:42,2022,0
89452526,1660522362000.0,60073459,8.909,1.34486,polo,dot-usdt,11.98135774,0.0,spot,dot,2022-08-15 00:12:42,2022,0
89452527,1660522370000.0,60073460,8.899,6.656759999999999,polo,dot-usdt,59.23850723999999,0.0,spot,dot,2022-08-15 00:12:50,2022,0
89452528,1660522379000.0,60073461,8.919,2.4964399999999998,polo,dot-usdt,22.26574836,0.0,spot,dot,2022-08-15 00:12:59,2022,0
89452529,1660522379000.0,60073462,8.919,2.50562,polo,dot-usdt,22.34762478,0.0,spot,dot,2022-08-15 00:12:59,2022,0
89452530,1660522379000.0,60073463,8.919,0.42677,polo,dot-usdt,3.80636163,0.0,spot,dot,2022-08-15 00:12:59,2022,0
89452531,1660522385000.0,60073464,8.939,2.3165,polo,dot-usdt,20.7071935,0.0,spot,dot,2022-08-15 00:13:05,2022,0
89452532,1660522385000.0,60073465,8.939,2.30972,polo,dot-usdt,20.64658708,0.0,spot,dot,2022-08-15 00:13:05,2022,0
89452533,1660522390000.0,60073466,8.938,5.31,polo,dot-usdt,47.46078,0.0,spot,dot,2022-08-15 00:13:10,2022,0
89452534,1660522390000.0,60073467,8.938,0.04776,polo,dot-usdt,0.42687888,0.0,spot,dot,2022-08-15 00:13:10,2022,0
